,subject,rt,trial_type,trial_index,time_elapsed,condition,assignment,responses,stimType,stimNum,categorization,numeric_categorization,order,Understood,group,trial_condition,exp.inf.1,spon.1,rc.1,exp.inf.2,spon.2,rc.2,spon.true,exp.inf.mean,rc.mean,spon.mean,Congruent,Congruence,numeric_categorization2,exp_group
582,54800,5875,survey-multi-choice,13,691232,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,6,0,group1,speaker_unaware,10,0,10,7,1,10,0,8.5,10,0.5,TRUE,congruent,1,Knowledge
583,54800,3966,survey-multi-choice,15,713562,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,7,0,group1,speaker_unaware,10,0,10,7,1,10,0,8.5,10,0.5,TRUE,congruent,1,Knowledge
584,54800,3922,survey-multi-choice,17,748309,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,8,0,group1,speaker_aware,10,0,10,7,1,10,0,8.5,10,0.5,TRUE,congruent,0,Knowledge
585,56001,45195,survey-multi-choice,3,121196,Speaker Aware,4b,"{""Q0"":""No""}",belief,4,No,0,1,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,FALSE,incongruent,1,Knowledge
586,56001,15832,survey-multi-choice,5,164018,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,2,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
587,56001,13965,survey-multi-choice,7,255170,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,3,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
588,56001,16352,survey-multi-choice,9,343969,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,4,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
589,56001,13897,survey-multi-choice,11,434481,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,5,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
590,56001,8227,survey-multi-choice,13,549098,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,6,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
591,56001,7031,survey-multi-choice,15,723049,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,7,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
592,56001,15361,survey-multi-choice,17,905234,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,8,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
593,56101,3863,survey-multi-choice,3,76080,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,1,0,group1,speaker_unaware,4,0,7,4,1,9,1,4,8,0.5,TRUE,congruent,1,Knowledge
594,56101,3269,survey-multi-choice,5,95492,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,2,0,group1,speaker_unaware,4,0,7,4,1,9,1,4,8,0.5,TRUE,congruent,1,Knowledge
595,56101,2677,survey-multi-choice,7,122963,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,3,0,group1,speaker_unaware,4,0,7,4,1,9,1,4,8,0.5,TRUE,congruent,1,Knowledge
596,56101,2513,survey-multi-choice,9,152782,Speaker Aware,4b,"{""Q0"":""No""}",belief,8,No,0,4,0,group1,speaker_aware,4,0,7,4,1,9,1,4,8,0.5,FALSE,incongruent,1,Knowledge
597,56101,2199,survey-multi-choice,11,176235,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,5,0,group1,speaker_unaware,4,0,7,4,1,9,1,4,8,0.5,TRUE,congruent,1,Knowledge
598,56101,3023,survey-multi-choice,13,223839,Speaker Aware,4b,"{""Q0"":""No""}",belief,5,No,0,6,0,group1,speaker_aware,4,0,7,4,1,9,1,4,8,0.5,FALSE,incongruent,1,Knowledge
599,56101,2422,survey-multi-choice,15,272941,Speaker Aware,4b,"{""Q0"":""No""}",belief,7,No,0,7,0,group1,speaker_aware,4,0,7,4,1,9,1,4,8,0.5,FALSE,incongruent,1,Knowledge
600,56101,3347,survey-multi-choice,17,310970,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,8,0,group1,speaker_aware,4,0,7,4,1,9,1,4,8,0.5,TRUE,congruent,0,Knowledge
601,56700,12661,survey-multi-choice,3,117121,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,1,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
602,56700,11959,survey-multi-choice,5,152412,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,2,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
603,56700,2102,survey-multi-choice,7,180836,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,3,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
604,56700,2748,survey-multi-choice,9,215960,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,4,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
605,56700,2154,survey-multi-choice,11,239121,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,5,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
606,56700,5391,survey-multi-choice,13,384100,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,6,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
607,56700,14001,survey-multi-choice,15,419821,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,7,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
608,56700,2038,survey-multi-choice,17,452324,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,8,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
609,56723,10323,survey-multi-choice,3,151364,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,2,Yes,1,1,0,group2,speaker_unaware,7,0,6,9,1,7,1,8,6.5,0.5,TRUE,congruent,1,Inference
610,56723,4663,survey-multi-choice,5,239154,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,8,Yes,1,2,0,group2,speaker_unaware,7,0,6,9,1,7,1,8,6.5,0.5,TRUE,congruent,1,Inference
611,56723,2871,survey-multi-choice,7,253360,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,1,Yes,1,3,0,group2,speaker_aware,7,0,6,9,1,7,1,8,6.5,0.5,FALSE,incongruent,1,Inference
612,56723,1690,survey-multi-choice,9,282116,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,6,Yes,1,4,0,group2,speaker_aware,7,0,6,9,1,7,1,8,6.5,0.5,FALSE,incongruent,1,Inference
613,56723,3021,survey-multi-choice,11,294674,Speaker Aware,4a,"{""Q0"":""No""}",belief,4,No,0,5,0,group2,speaker_aware,7,0,6,9,1,7,1,8,6.5,0.5,TRUE,congruent,0,Inference
614,56723,2160,survey-multi-choice,13,318076,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,5,Yes,1,6,0,group2,speaker_unaware,7,0,6,9,1,7,1,8,6.5,0.5,TRUE,congruent,1,Inference
615,56723,2859,survey-multi-choice,15,379553,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,7,No,0,7,0,group2,speaker_unaware,7,0,6,9,1,7,1,8,6.5,0.5,FALSE,incongruent,0,Inference
616,56723,2097,survey-multi-choice,17,410999,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,3,Yes,1,8,0,group2,speaker_aware,7,0,6,9,1,7,1,8,6.5,0.5,FALSE,incongruent,1,Inference
617,57033,6701,survey-multi-choice,3,306493,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,3,Yes,1,1,0,group1,speaker_unaware,0,0,4,0,0,4,0,0,4,0,TRUE,congruent,1,Inference
618,57033,10432,survey-multi-choice,5,485824,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,4,No,0,2,0,group1,speaker_unaware,0,0,4,0,0,4,0,0,4,0,FALSE,incongruent,0,Inference
619,57033,2889,survey-multi-choice,7,545889,Speaker Aware,4a,"{""Q0"":""No""}",belief,2,No,0,3,0,group1,speaker_aware,0,0,4,0,0,4,0,0,4,0,TRUE,congruent,0,Inference
620,57033,6705,survey-multi-choice,9,585003,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,1,Yes,1,4,0,group1,speaker_unaware,0,0,4,0,0,4,0,0,4,0,TRUE,congruent,1,Inference
621,57033,3808,survey-multi-choice,11,605960,Speaker Aware,4a,"{""Q0"":""No""}",belief,7,No,0,5,0,group1,speaker_aware,0,0,4,0,0,4,0,0,4,0,TRUE,congruent,0,Inference
622,57033,3188,survey-multi-choice,13,623499,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,6,Yes,1,6,0,group1,speaker_unaware,0,0,4,0,0,4,0,0,4,0,TRUE,congruent,1,Inference
623,57033,3035,survey-multi-choice,15,647224,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,5,Yes,1,7,0,group1,speaker_aware,0,0,4,0,0,4,0,0,4,0,FALSE,incongruent,1,Inference
624,57033,4282,survey-multi-choice,17,676481,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,8,Yes,1,8,0,group1,speaker_aware,0,0,4,0,0,4,0,0,4,0,FALSE,incongruent,1,Inference
625,57599,2645,survey-multi-choice,3,90193,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,1,0,group2,speaker_aware,8,1,10,10,1,9,1,9,9.5,1,TRUE,congruent,0,Knowledge
626,57599,2701,survey-multi-choice,5,107783,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,2,0,group2,speaker_unaware,8,1,10,10,1,9,1,9,9.5,1,TRUE,congruent,1,Knowledge
627,57599,2321,survey-multi-choice,7,130062,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,3,0,group2,speaker_unaware,8,1,10,10,1,9,1,9,9.5,1,TRUE,congruent,1,Knowledge
628,57599,1671,survey-multi-choice,9,148813,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,4,0,group2,speaker_aware,8,1,10,10,1,9,1,9,9.5,1,TRUE,congruent,0,Knowledge
629,57599,2358,survey-multi-choice,11,251348,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,5,0,group2,speaker_unaware,8,1,10,10,1,9,1,9,9.5,1,TRUE,congruent,1,Knowledge
630,57599,2813,survey-multi-choice,13,274786,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,6,0,group2,speaker_aware,8,1,10,10,1,9,1,9,9.5,1,TRUE,congruent,0,Knowledge
631,57599,2202,survey-multi-choice,15,283347,Speaker Aware,4b,"{""Q0"":""No""}",belief,6,No,0,7,0,group2,speaker_aware,8,1,10,10,1,9,1,9,9.5,1,FALSE,incongruent,1,Knowledge
632,57599,1591,survey-multi-choice,17,415757,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,8,0,group2,speaker_unaware,8,1,10,10,1,9,1,9,9.5,1,TRUE,congruent,1,Knowledge
633,57863,6682,survey-multi-choice,3,106205,Speaker Aware,4a,"{""Q0"":""No""}",belief,1,No,0,1,0,group2,speaker_aware,11,0,10,9,1,8,1,10,9,0.5,TRUE,congruent,0,Inference
634,57863,2513,survey-multi-choice,5,208575,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,2,Yes,1,2,0,group2,speaker_unaware,11,0,10,9,1,8,1,10,9,0.5,TRUE,congruent,1,Inference
635,57863,326688,survey-multi-choice,7,548848,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,7,No,0,3,0,group2,speaker_unaware,11,0,10,9,1,8,1,10,9,0.5,FALSE,incongruent,0,Inference
636,57863,2198,survey-multi-choice,9,580352,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,4,Yes,1,4,0,group2,speaker_aware,11,0,10,9,1,8,1,10,9,0.5,FALSE,incongruent,1,Inference
637,57863,2436,survey-multi-choice,11,614625,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,5,Yes,1,5,0,group2,speaker_unaware,11,0,10,9,1,8,1,10,9,0.5,TRUE,congruent,1,Inference
638,57863,30315,survey-multi-choice,13,683095,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,3,Yes,1,6,0,group2,speaker_aware,11,0,10,9,1,8,1,10,9,0.5,FALSE,incongruent,1,Inference
639,57863,4918,survey-multi-choice,15,702087,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,6,Yes,1,7,0,group2,speaker_aware,11,0,10,9,1,8,1,10,9,0.5,FALSE,incongruent,1,Inference
640,57863,1718,survey-multi-choice,17,742448,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,8,Yes,1,8,0,group2,speaker_unaware,11,0,10,9,1,8,1,10,9,0.5,TRUE,congruent,1,Inference
641,58105,4983,survey-multi-choice,3,155207,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,1,0,group2,speaker_unaware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,1,Knowledge
642,58105,3317,survey-multi-choice,5,282076,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,2,0,group2,speaker_unaware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,1,Knowledge
643,58105,2748,survey-multi-choice,7,377066,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,3,0,group2,speaker_aware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,0,Knowledge
644,58105,3634,survey-multi-choice,9,420164,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,4,0,group2,speaker_unaware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,1,Knowledge
645,58105,3536,survey-multi-choice,11,434921,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,5,0,group2,speaker_aware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,0,Knowledge
646,58105,3235,survey-multi-choice,13,478579,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,6,0,group2,speaker_aware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,0,Knowledge
647,58105,4248,survey-multi-choice,15,516116,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,7,0,group2,speaker_unaware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,1,Knowledge
648,58105,3859,survey-multi-choice,17,544164,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,8,0,group2,speaker_aware,7,0,10,6,1,10,1,6.5,10,0.5,TRUE,congruent,0,Knowledge
649,58558,3819,survey-multi-choice,3,90068,Speaker Aware,4a,"{""Q0"":""No""}",belief,2,No,0,1,0,group1,speaker_aware,8,0,10,9,0,9,0,8.5,9.5,0,TRUE,congruent,0,Inference
650,58558,2592,survey-multi-choice,5,111779,Speaker Aware,4a,"{""Q0"":""No""}",belief,5,No,0,2,0,group1,speaker_aware,8,0,10,9,0,9,0,8.5,9.5,0,TRUE,congruent,0,Inference
651,58558,2410,survey-multi-choice,7,145471,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,8,Yes,1,3,0,group1,speaker_aware,8,0,10,9,0,9,0,8.5,9.5,0,FALSE,incongruent,1,Inference
652,58558,3540,survey-multi-choice,9,168462,Speaker Aware,4a,"{""Q0"":""No""}",belief,7,No,0,4,0,group1,speaker_aware,8,0,10,9,0,9,0,8.5,9.5,0,TRUE,congruent,0,Inference
653,58558,4159,survey-multi-choice,11,188774,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,3,Yes,1,5,0,group1,speaker_unaware,8,0,10,9,0,9,0,8.5,9.5,0,TRUE,congruent,1,Inference
654,58558,17382,survey-multi-choice,13,208237,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,4,Yes,1,6,0,group1,speaker_unaware,8,0,10,9,0,9,0,8.5,9.5,0,TRUE,congruent,1,Inference
655,58558,2718,survey-multi-choice,15,232168,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,1,Yes,1,7,0,group1,speaker_unaware,8,0,10,9,0,9,0,8.5,9.5,0,TRUE,congruent,1,Inference
656,58558,1998,survey-multi-choice,17,242447,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,6,Yes,1,8,0,group1,speaker_unaware,8,0,10,9,0,9,0,8.5,9.5,0,TRUE,congruent,1,Inference
657,59016,3911,survey-multi-choice,3,248613,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,1,0,group1,speaker_aware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,0,Knowledge
658,59016,3356,survey-multi-choice,5,303399,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,2,0,group1,speaker_aware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,0,Knowledge
659,59016,3685,survey-multi-choice,7,351444,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,3,0,group1,speaker_aware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,0,Knowledge
660,59016,5204,survey-multi-choice,9,383743,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,4,0,group1,speaker_unaware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,1,Knowledge
661,59016,2306,survey-multi-choice,11,400161,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,5,0,group1,speaker_unaware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,1,Knowledge
662,59016,2495,survey-multi-choice,13,426702,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,6,0,group1,speaker_unaware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,1,Knowledge
663,59016,2450,survey-multi-choice,15,459880,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,7,0,group1,speaker_unaware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,1,Knowledge
664,59016,6286,survey-multi-choice,17,500774,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,8,0,group1,speaker_aware,9,0,8,10,1,8,0,9.5,8,0.5,TRUE,congruent,0,Knowledge
665,59595,4999,survey-multi-choice,3,75076,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,1,0,group2,speaker_aware,2,0,7,2,0,8,0,2,7.5,0,TRUE,congruent,0,Knowledge
666,59595,2648,survey-multi-choice,5,80521,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,2,0,group2,speaker_aware,2,0,7,2,0,8,0,2,7.5,0,TRUE,congruent,0,Knowledge
667,59595,2592,survey-multi-choice,7,97551,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,8,Yes,1,3,0,group2,speaker_unaware,2,0,7,2,0,8,0,2,7.5,0,FALSE,incongruent,0,Knowledge
668,59595,2490,survey-multi-choice,9,102538,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,4,0,group2,speaker_aware,2,0,7,2,0,8,0,2,7.5,0,TRUE,congruent,0,Knowledge
669,59595,1661,survey-multi-choice,11,106734,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,5,0,group2,speaker_unaware,2,0,7,2,0,8,0,2,7.5,0,TRUE,congruent,1,Knowledge
670,59595,1784,survey-multi-choice,13,111502,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,6,0,group2,speaker_unaware,2,0,7,2,0,8,0,2,7.5,0,TRUE,congruent,1,Knowledge
671,59595,1495,survey-multi-choice,15,116009,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,7,0,group2,speaker_aware,2,0,7,2,0,8,0,2,7.5,0,TRUE,congruent,0,Knowledge
672,59595,1466,survey-multi-choice,17,120153,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,2,Yes,1,8,0,group2,speaker_unaware,2,0,7,2,0,8,0,2,7.5,0,FALSE,incongruent,0,Knowledge
673,60891,3377,survey-multi-choice,3,86289,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,1,0,group2,speaker_aware,9,0,10,8,1,10,0,8.5,10,0.5,TRUE,congruent,0,Knowledge
674,60891,2829,survey-multi-choice,5,99231,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,2,0,group2,speaker_aware,9,0,10,8,1,10,0,8.5,10,0.5,TRUE,congruent,0,Knowledge
675,60891,2652,survey-multi-choice,7,123695,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,3,0,group2,speaker_unaware,9,0,10,8,1,10,0,8.5,10,0.5,TRUE,congruent,1,Knowledge
676,60891,2347,survey-multi-choice,9,142219,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,4,0,group2,speaker_aware,9,0,10,8,1,10,0,8.5,10,0.5,TRUE,congruent,0,Knowledge
677,60891,2942,survey-multi-choice,11,166519,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,5,0,group2,speaker_unaware,9,0,10,8,1,10,0,8.5,10,0.5,TRUE,congruent,1,Knowledge
678,60891,2665,survey-multi-choice,13,201926,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,6,0,group2,speaker_unaware,9,0,10,8,1,10,0,8.5,10,0.5,TRUE,congruent,1,Knowledge
679,60891,4091,survey-multi-choice,15,228026,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,7,0,group2,speaker_aware,9,0,10,8,1,10,0,8.5,10,0.5,TRUE,congruent,0,Knowledge
680,60891,3989,survey-multi-choice,17,256186,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,8,Yes,1,8,0,group2,speaker_unaware,9,0,10,8,1,10,0,8.5,10,0.5,FALSE,incongruent,0,Knowledge
681,62166,7168,survey-multi-choice,3,69568,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,1,0,group2,speaker_aware,5,0,10,8,1,10,0,6.5,10,0.5,TRUE,congruent,0,Knowledge
682,62166,3510,survey-multi-choice,5,103300,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,2,0,group2,speaker_aware,5,0,10,8,1,10,0,6.5,10,0.5,TRUE,congruent,0,Knowledge
683,62166,5395,survey-multi-choice,7,154134,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,5,Yes,1,3,0,group2,speaker_unaware,5,0,10,8,1,10,0,6.5,10,0.5,FALSE,incongruent,0,Knowledge
684,62166,2159,survey-multi-choice,9,168782,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,4,0,group2,speaker_aware,5,0,10,8,1,10,0,6.5,10,0.5,TRUE,congruent,0,Knowledge
685,62166,2434,survey-multi-choice,11,205091,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,5,0,group2,speaker_aware,5,0,10,8,1,10,0,6.5,10,0.5,TRUE,congruent,0,Knowledge
686,62166,4582,survey-multi-choice,13,244520,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,2,Yes,1,6,0,group2,speaker_unaware,5,0,10,8,1,10,0,6.5,10,0.5,FALSE,incongruent,0,Knowledge
687,62166,2265,survey-multi-choice,15,272970,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,7,0,group2,speaker_unaware,5,0,10,8,1,10,0,6.5,10,0.5,TRUE,congruent,1,Knowledge
688,62166,2355,survey-multi-choice,17,329135,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,8,0,group2,speaker_unaware,5,0,10,8,1,10,0,6.5,10,0.5,TRUE,congruent,1,Knowledge
689,62745,8077,survey-multi-choice,3,335847,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,1,0,group1,speaker_aware,10,0,8,11,1,8,0,10.5,8,0.5,TRUE,congruent,0,Knowledge
690,62745,5761,survey-multi-choice,5,381089,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,2,0,group1,speaker_aware,10,0,8,11,1,8,0,10.5,8,0.5,TRUE,congruent,0,Knowledge
691,62745,2683,survey-multi-choice,7,411250,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,3,0,group1,speaker_aware,10,0,8,11,1,8,0,10.5,8,0.5,TRUE,congruent,0,Knowledge
692,62745,5276,survey-multi-choice,9,452803,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,4,0,group1,speaker_unaware,10,0,8,11,1,8,0,10.5,8,0.5,TRUE,congruent,1,Knowledge
693,62745,4289,survey-multi-choice,11,493401,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,1,Yes,1,5,0,group1,speaker_unaware,10,0,8,11,1,8,0,10.5,8,0.5,FALSE,incongruent,0,Knowledge
694,62745,2430,survey-multi-choice,13,546095,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,6,0,group1,speaker_aware,10,0,8,11,1,8,0,10.5,8,0.5,TRUE,congruent,0,Knowledge
695,62745,3298,survey-multi-choice,15,574954,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,7,0,group1,speaker_unaware,10,0,8,11,1,8,0,10.5,8,0.5,TRUE,congruent,1,Knowledge
696,62745,1945,survey-multi-choice,17,594649,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,8,0,group1,speaker_unaware,10,0,8,11,1,8,0,10.5,8,0.5,TRUE,congruent,1,Knowledge
697,63091,26465,survey-multi-choice,3,213925,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,1,0,group2,speaker_aware,5,0,10,7,1,10,0,6,10,0.5,TRUE,congruent,0,Knowledge
698,63091,4170,survey-multi-choice,5,382521,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,2,0,group2,speaker_unaware,5,0,10,7,1,10,0,6,10,0.5,TRUE,congruent,1,Knowledge
699,63091,2231,survey-multi-choice,7,486191,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,3,0,group2,speaker_unaware,5,0,10,7,1,10,0,6,10,0.5,TRUE,congruent,1,Knowledge
700,63091,2164,survey-multi-choice,9,508679,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,4,0,group2,speaker_aware,5,0,10,7,1,10,0,6,10,0.5,TRUE,congruent,0,Knowledge
701,63091,2060,survey-multi-choice,11,551097,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,5,0,group2,speaker_aware,5,0,10,7,1,10,0,6,10,0.5,TRUE,congruent,0,Knowledge
702,63091,2495,survey-multi-choice,13,565344,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,6,0,group2,speaker_aware,5,0,10,7,1,10,0,6,10,0.5,TRUE,congruent,0,Knowledge
703,63091,4602,survey-multi-choice,15,602476,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,5,Yes,1,7,0,group2,speaker_unaware,5,0,10,7,1,10,0,6,10,0.5,FALSE,incongruent,0,Knowledge
