,subject,rt,trial_type,trial_index,time_elapsed,group,assignment,responses,knowledge,stimType,stimNum,answer,numeric_code,order,Condition,exp_inf_1,exp_inf_2,spon_1,spon_2,spon_3,rc_1,rc_2,exp_inf_mean,rc_mean,spon_agree,spon_true,rc_bins_1
272,27872,2365,survey-multi-choice,23,392988,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,10,Yes,1,11,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
273,28436,5720,survey-multi-choice,5,80823,group1,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,3,No,0,2,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
274,28436,4247,survey-multi-choice,3,49233,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,4,Yes,1,1,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
275,28436,1388,survey-multi-choice,13,179670,group1,5a,"{""Q0"":""No""}",explicit,Speaker Aware,7,No,0,6,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
276,28436,2092,survey-multi-choice,7,108855,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,14,Yes,1,3,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
277,28436,2165,survey-multi-choice,9,140103,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,13,Yes,1,4,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
278,28436,1419,survey-multi-choice,11,159065,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,10,Yes,1,5,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
279,28436,1604,survey-multi-choice,21,263118,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,16,Yes,1,10,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
280,28436,2416,survey-multi-choice,15,196848,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,11,Yes,1,7,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
281,28436,1586,survey-multi-choice,17,220233,group1,5a,"{""Q0"":""No""}",explicit,Speaker Aware,2,No,0,8,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
282,28436,1384,survey-multi-choice,19,244511,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,5,Yes,1,9,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
283,28436,1311,survey-multi-choice,29,341424,group1,5a,"{""Q0"":""No""}",implicit,Speaker Aware,12,No,0,14,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
284,28436,1725,survey-multi-choice,31,359215,group1,5a,"{""Q0"":""No""}",implicit,Speaker Aware,9,No,0,15,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
285,28436,3584,survey-multi-choice,33,384870,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,8,Yes,1,16,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
286,28436,1667,survey-multi-choice,25,304919,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,1,Yes,1,12,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
287,28436,1279,survey-multi-choice,27,322363,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,15,Yes,1,13,Speaker Aware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
288,28436,1671,survey-multi-choice,23,279165,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,6,Yes,1,11,Speaker Unaware,13,11,0,0,NA,10,9,12,9.5,TRUE,0,high
289,29622,6023,survey-multi-choice,7,213357,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,10,Yes,1,3,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
290,29622,6276,survey-multi-choice,3,102815,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,4,No,0,1,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
291,29622,5758,survey-multi-choice,5,155158,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,7,Yes,1,2,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
292,29622,3496,survey-multi-choice,15,431076,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,11,No,0,7,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
293,29622,3822,survey-multi-choice,9,293551,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,5,Yes,1,4,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
294,29622,4013,survey-multi-choice,21,543072,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,13,Yes,1,10,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
295,29622,2064,survey-multi-choice,23,563173,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,6,No,0,11,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
296,29622,3427,survey-multi-choice,27,636550,group4,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,15,No,0,13,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
297,29622,2562,survey-multi-choice,17,459243,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,1,No,0,8,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
298,29622,2324,survey-multi-choice,19,502646,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,12,Yes,1,9,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
299,29622,3298,survey-multi-choice,13,386439,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,8,Yes,1,6,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
300,29622,3874,survey-multi-choice,11,333783,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,14,No,0,5,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
301,29622,1863,survey-multi-choice,25,592070,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,16,No,0,12,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
302,29622,2246,survey-multi-choice,31,699786,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,9,Yes,1,15,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
303,29622,2421,survey-multi-choice,33,739451,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,2,Yes,1,16,Speaker Unaware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
304,29622,6447,survey-multi-choice,29,668925,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,3,No,0,14,Speaker Aware,12,11,0,0,NA,10,10,11.5,10,TRUE,0,high
305,30574,7460,survey-multi-choice,7,217299,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,13,Yes,1,3,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
306,30574,15159,survey-multi-choice,3,106104,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,4,Yes,1,1,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
307,30574,16401,survey-multi-choice,5,171344,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,16,No,0,2,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
308,30574,3481,survey-multi-choice,15,418156,group4,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,7,No,0,7,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
309,30574,8993,survey-multi-choice,9,256419,group4,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,9,No,0,4,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
310,30574,22275,survey-multi-choice,11,362921,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,3,Yes,1,5,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
311,30574,1844,survey-multi-choice,13,382428,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,6,Yes,1,6,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
312,30574,1429,survey-multi-choice,21,508394,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,10,Yes,1,10,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
313,30574,2290,survey-multi-choice,23,561905,group4,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,5,No,0,11,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
314,30574,44532,survey-multi-choice,25,644914,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,12,Yes,1,12,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
315,30574,2558,survey-multi-choice,27,695491,group4,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,8,No,0,13,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
316,30574,1440,survey-multi-choice,29,732665,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,2,Yes,1,14,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
317,30574,1526,survey-multi-choice,31,766201,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,14,No,0,15,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
318,30574,1720,survey-multi-choice,33,791983,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,11,Yes,1,16,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
319,30574,2243,survey-multi-choice,17,450060,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,15,Yes,1,8,Speaker Unaware,10,10,0,1,0,10,10,10,10,FALSE,0,high
320,30574,1805,survey-multi-choice,19,477785,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,1,No,0,9,Speaker Aware,10,10,0,1,0,10,10,10,10,FALSE,0,high
321,32651,1904,survey-multi-choice,33,514075,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,9,Yes,1,16,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
322,32651,1499,survey-multi-choice,21,262525,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,16,No,0,10,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
323,32651,1912,survey-multi-choice,29,472354,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,12,Yes,1,14,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
324,32651,1636,survey-multi-choice,31,491022,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,11,No,0,15,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
325,32651,1779,survey-multi-choice,17,217071,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,7,No,0,8,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
326,32651,1447,survey-multi-choice,23,292816,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,3,No,0,11,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
327,32651,2403,survey-multi-choice,25,316397,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,4,No,0,12,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
328,32651,1862,survey-multi-choice,19,239215,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,10,Yes,1,9,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
329,32651,1762,survey-multi-choice,9,131430,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,2,Yes,1,4,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
330,32651,1684,survey-multi-choice,15,192398,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,15,Yes,1,7,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
331,32651,3888,survey-multi-choice,13,172378,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,6,Yes,1,6,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
332,32651,2233,survey-multi-choice,27,349795,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,5,No,0,13,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
333,32651,1937,survey-multi-choice,11,154514,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,13,Yes,1,5,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
334,32651,6378,survey-multi-choice,5,86418,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,8,Yes,1,2,Speaker Unaware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
335,32651,1871,survey-multi-choice,7,107841,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,1,No,0,3,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
336,32651,4235,survey-multi-choice,3,50468,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,14,No,0,1,Speaker Aware,11,13,0,1,1,10,9,12,9.5,FALSE,1,high
337,32946,2970,survey-multi-choice,23,967311,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,12,Yes,1,11,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
338,32946,4153,survey-multi-choice,21,889846,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,14,Yes,1,10,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
339,32946,6634,survey-multi-choice,3,186007,group4,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,7,No,0,1,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
340,32946,13422,survey-multi-choice,19,850291,group4,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,2,No,0,9,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
341,32946,1858,survey-multi-choice,29,1107286,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,9,Yes,1,14,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
342,32946,3268,survey-multi-choice,25,1004690,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,11,No,0,12,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
343,32946,3003,survey-multi-choice,17,766637,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,15,Yes,1,8,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
344,32946,2219,survey-multi-choice,27,1038920,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,8,Yes,1,13,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
345,32946,2765,survey-multi-choice,9,420251,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,10,Yes,1,4,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
346,32946,2197,survey-multi-choice,31,1130415,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,6,Yes,1,15,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
347,32946,4853,survey-multi-choice,5,254560,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,16,Yes,1,2,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
348,32946,3884,survey-multi-choice,7,374718,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,3,Yes,1,3,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
349,32946,5639,survey-multi-choice,15,740280,group4,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,5,No,0,7,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
350,32946,2405,survey-multi-choice,11,469348,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,4,Yes,1,5,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
351,32946,7172,survey-multi-choice,13,498997,group4,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,13,No,0,6,Speaker Unaware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
352,32946,3069,survey-multi-choice,33,1167567,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,1,No,0,16,Speaker Aware,11,11,0,0,NA,10,8,11,9,TRUE,0,low
353,33096,2347,survey-multi-choice,11,846496,group2,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,9,No,0,5,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
354,33096,2355,survey-multi-choice,9,838669,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,2,No,0,4,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
355,33096,4554,survey-multi-choice,13,854812,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,7,No,0,6,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
356,33096,3185,survey-multi-choice,33,984537,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,15,Yes,1,16,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
357,33096,3053,survey-multi-choice,7,831116,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,11,Yes,1,3,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
358,33096,1904,survey-multi-choice,31,977737,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,4,No,0,15,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
359,33096,1336,survey-multi-choice,19,880598,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,10,Yes,1,9,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
360,33096,6838,survey-multi-choice,15,869516,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,5,No,0,7,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
361,33096,1674,survey-multi-choice,5,160947,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,16,Yes,1,2,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
362,33096,4227,survey-multi-choice,29,971216,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,12,Yes,1,14,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
363,33096,3324,survey-multi-choice,27,963315,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,1,Yes,1,13,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
364,33096,1834,survey-multi-choice,21,885943,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,14,Yes,1,10,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
365,33096,1360,survey-multi-choice,17,876202,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,8,No,0,8,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
366,33096,8089,survey-multi-choice,3,144675,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,6,Yes,1,1,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
367,33096,3996,survey-multi-choice,25,945938,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,3,Yes,1,12,Speaker Aware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
368,33096,3152,survey-multi-choice,23,892068,group2,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,13,No,0,11,Speaker Unaware,3,3,0,0,NA,10,9,3,9.5,TRUE,0,high
369,39458,2250,survey-multi-choice,15,168872,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,14,No,0,7,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
370,39458,1699,survey-multi-choice,17,186879,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,13,Yes,1,8,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
371,39458,2162,survey-multi-choice,13,144040,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,1,No,0,6,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
372,39458,2054,survey-multi-choice,9,97441,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,15,Yes,1,4,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
373,39458,1836,survey-multi-choice,11,125400,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,12,Yes,1,5,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
374,39458,3491,survey-multi-choice,19,209327,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,16,No,0,9,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
375,39458,3202,survey-multi-choice,7,80001,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,3,No,0,3,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
376,39458,3139,survey-multi-choice,33,373301,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,4,No,0,16,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
377,39458,4353,survey-multi-choice,25,288767,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,10,Yes,1,12,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
378,39458,1916,survey-multi-choice,21,233695,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,8,Yes,1,10,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
379,39458,3083,survey-multi-choice,5,61522,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,11,Yes,1,2,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
380,39458,6347,survey-multi-choice,23,259135,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,7,No,0,11,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
381,39458,3610,survey-multi-choice,31,347933,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,6,No,0,15,Speaker Aware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
382,39458,2381,survey-multi-choice,27,303823,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,9,Yes,1,13,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
383,39458,2679,survey-multi-choice,3,38659,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,2,Yes,1,1,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
384,39458,3331,survey-multi-choice,29,335829,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,5,Yes,1,14,Speaker Unaware,10,11,0,0,NA,10,9,10.5,9.5,TRUE,0,high
385,39803,5880,survey-multi-choice,9,184943,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,8,Yes,1,4,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
386,39803,2964,survey-multi-choice,5,115248,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,11,Yes,1,2,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
387,39803,3199,survey-multi-choice,7,149171,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,10,Yes,1,3,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
388,39803,3096,survey-multi-choice,11,216915,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,7,No,0,5,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
389,39803,8381,survey-multi-choice,13,242547,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,16,Yes,1,6,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
390,39803,3532,survey-multi-choice,27,545045,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,9,No,0,13,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
391,39803,2624,survey-multi-choice,31,612827,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,15,No,0,15,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
392,39803,3878,survey-multi-choice,3,90796,group3,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,1,No,0,1,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
393,39803,1700,survey-multi-choice,25,509474,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,2,Yes,1,12,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
394,39803,2879,survey-multi-choice,17,394489,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,3,Yes,1,8,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
395,39803,4356,survey-multi-choice,29,583153,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,13,No,0,14,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
396,39803,2376,survey-multi-choice,33,645566,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,5,No,0,16,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
397,39803,2365,survey-multi-choice,23,481627,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,14,Yes,1,11,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
398,39803,2700,survey-multi-choice,21,460217,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,4,Yes,1,10,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
399,39803,2935,survey-multi-choice,15,358738,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,6,Yes,1,7,Speaker Unaware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
400,39803,1941,survey-multi-choice,19,422106,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,12,No,0,9,Speaker Aware,9,11,1,1,NA,10,9,10,9.5,TRUE,1,high
401,39914,2735,survey-multi-choice,7,350814,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,8,Yes,1,3,Speaker Aware,8,7,0,0,NA,9,6,7.5,7.5,TRUE,0,low
402,39914,1782,survey-multi-choice,9,387496,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,10,Yes,1,4,Speaker Unaware,8,7,0,0,NA,9,6,7.5,7.5,TRUE,0,low
403,39914,2004,survey-multi-choice,31,1193609,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,4,Yes,1,15,Speaker Unaware,8,7,0,0,NA,9,6,7.5,7.5,TRUE,0,low
404,39914,1412,survey-multi-choice,33,1202350,group1,5a,"{""Q0"":""No""}",explicit,Speaker Aware,7,No,0,16,Speaker Aware,8,7,0,0,NA,9,6,7.5,7.5,TRUE,0,low
405,39914,2489,survey-multi-choice,17,563818,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,16,Yes,1,8,Speaker Unaware,8,7,0,0,NA,9,6,7.5,7.5,TRUE,0,low
406,39914,4244,survey-multi-choice,19,677812,group1,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,14,No,0,9,Speaker Unaware,8,7,0,0,NA,9,6,7.5,7.5,TRUE,0,low
